V001_StudentID,V002_MatriculaID,V003_CohorteIngreso,V004_AnioIngreso,V005_SemestreIngreso,V006_Edad,V007_Genero,V008_Distrito,V009_NivelSocioeconomico,V010_ColegioProc,V011_TipoIngreso,V012_Facultad,V013_Carrera,V014_CicloActual,V015_CreditosAprobados,V016_CreditosCicloActual,V017_PPA,V018_PPC,V019_CursosDesaprobadosHist,V020_CursosRepetidosActual,V021_TasaAprobacionHist,V022_EstadoMatricula,V023_PensionMensual,V024_BecaTipo,V025_BecaMonto,V026_MoraPensionDias,V027_DeudaPendienteMatricula,V028_TrabajaActualmente,V029_IngresoLaboralMensual,V030_HorasTrabajoSemana,V031_TasaAsistenciaPct,V032_HorasEstudioSemana,V033_HorasLMS_Semana,V034_AccesosLMS_Semana,V035_TareasEntregadasPct,V036_ParticipacionForos,V037_VisitasBiblioteca_Mes,V038_VisitasTutoria,V039_ActividadesExtracurr,V040_GruposEstudio,V041_IndiceBienestarMental,V042_IndiceBienestarFisico,V043_VisitasPsicologia,V044_VisitasCentroSalud,V045_IndiceEstresPercibido,V046_SatisfaccionGeneral,V047_SatisfaccionDocentes,V048_SatisfaccionServicios,V049_NPS_Universidad,V050_UsoAppUPIE,V051_SesionesApp_Semana,V052_MinutosVideo_Semana,V053_TokensForoTexto,V054_SentimientoForoNLP,V055_RatioAlumnoDocente,V056_TamañoClase,V057_DocentesTCpct,V058_ConveniosEmpresa,V059_PracticasProfesionales,V060_OfertaPracticasRecibidas,V061_MentoriaSesiones,V062_ServiciosCarreraUso,V063_TasaEmpleabilidadCarrera,V064_SalarioPrimerEmpleo,V065_RedExalumnosActivo,V066_DonacionEgresado,V067_RiesgoDesercionPCA1,V068_EmbeddingSimilitudEstudiante,V069_InstrumentoPandemia,V070_DriftScoreCohorte,V071_FoldCV_K5,V072_ConfidenceScoreDesercion,V073_PesoSMOTE_Desercion,V074_SHAP_MoraPension,V075_DesercionBinario,V076_RiesgoAcademicoAlto,V077_SegmentoRetencion,V078_TutoriasRecomendadas
UPIE-00036,MAT-00036,2017-I,2017,I,35,NB,Surco,B,Privado,Examen regular,Ciencias de la Salud,Nutrición,9,161,15,16.72,12.12,0,1,0.943,Activo,1329.05,Sin beca,0.0,0,0.0,0,0.0,0,79.4,16.7,9.5,17,92.8,0,3,3,4,3,43.2,94.7,1,2,34.2,68.7,100.0,54.3,82,1,6,104.2,56,0.8178,29.4,22,0.582,2,1,2,2,0,0.621,0.0,0,0.0,-0.2789,0.8379,0,0.0131,0,0.6671,1.0,-0.0133,1,0,Comprometido,1
UPIE-00037,MAT-00037,2017-II,2017,II,50,F,Callao,B,Otro,Examen regular,Humanidades,Traducción,6,99,19,14.06,10.04,0,3,0.902,Activo,1972.75,PRONABEC,1676.84,30,2237.99,0,0.0,0,68.8,25.3,17.2,8,90.8,1,1,1,3,1,82.9,34.3,2,5,28.1,83.9,68.1,41.0,67,0,0,25.9,59,0.9685,21.4,18,0.491,2,0,0,4,0,0.829,0.0,1,51.76,0.0134,0.8418,0,0.0031,1,0.4299,1.0,0.1722,1,0,En seguimiento,2
UPIE-00038,MAT-00038,2017-II,2017,II,51,M,San Isidro,C,Nacional,Examen regular,Ingeniería,Ing. Sistemas,10,167,15,12.58,14.21,0,0,0.989,Activo,1316.25,Sin beca,0.0,0,0.0,1,1669.88,23,90.6,16.5,11.2,11,100.0,1,2,1,0,1,29.2,83.1,0,1,41.9,75.7,56.0,73.0,24,0,0,95.2,39,0.4765,20.2,23,0.54,10,0,0,1,1,0.607,0.0,0,0.0,-0.0852,0.6153,0,0.0931,2,0.4142,1.0,0.0335,0,0,Comprometido,0
UPIE-00039,MAT-00039,2021-II,2021,II,40,F,SJL,C,Nacional,Convenio empresa,Humanidades,Educación,9,129,13,13.32,13.26,2,0,0.87,Activo,1093.59,Sin beca,0.0,0,0.0,1,1988.49,43,64.7,20.4,12.4,8,85.1,1,3,1,4,0,57.5,60.9,3,0,15.1,48.4,100.0,15.7,8,1,6,47.1,50,0.0863,20.9,47,0.506,6,1,3,2,0,0.664,0.0,0,0.0,-0.1603,0.7581,1,0.0008,3,0.9446,1.0,0.0135,0,0,En seguimiento,0
UPIE-00040,MAT-00040,2018-II,2018,II,47,F,San Borja,B,Otro,Examen regular,Ingeniería,Ing. Electrónica,10,136,19,11.42,10.76,0,1,0.946,Egresado,1736.28,Sin beca,0.0,0,0.0,1,4039.94,14,77.8,14.6,3.5,10,86.0,1,2,2,5,1,43.5,80.9,0,1,57.6,80.6,58.0,37.1,87,0,0,41.6,49,0.7805,18.7,28,0.403,4,0,0,1,0,0.48,1850.79,1,1137.39,-0.1292,0.8251,0,0.2136,4,0.7771,1.0,0.0275,0,0,En seguimiento,1
UPIE-00041,MAT-00041,2020-II,2020,II,19,F,San Miguel,B,Privado elite,Beca PRONABEC,Negocios,Contabilidad,2,27,21,12.87,19.08,1,0,0.958,Egresado,2744.06,PRONABEC,2332.45,0,0.0,1,2818.82,24,72.6,12.1,1.9,9,93.0,3,4,1,0,2,68.9,80.1,1,2,67.5,78.9,59.8,31.6,92,0,0,29.7,68,0.6825,21.9,42,0.575,21,0,0,1,1,0.841,2647.17,1,85.48,-0.074,0.8107,1,0.1323,0,0.4327,1.0,-0.0038,1,0,En seguimiento,1
UPIE-00042,MAT-00042,2023-II,2023,II,25,M,SJL,C,Nacional,Beca PRONABEC,Ingeniería,Ing. Industrial,3,50,20,13.72,13.44,1,0,0.85,Activo,1007.7,Sin beca,0.0,0,0.0,1,1197.42,29,57.1,18.5,9.3,8,85.6,0,2,1,6,1,42.2,85.4,1,1,40.9,48.8,100.0,47.9,49,1,6,181.8,42,0.2233,29.7,25,0.574,0,1,1,2,0,0.832,0.0,0,0.0,-0.0076,0.6236,0,0.1242,1,0.7565,1.0,0.0527,1,0,En seguimiento,1
UPIE-00043,MAT-00043,2023-II,2023,II,48,M,VES,C,Nacional,Examen regular,Ingeniería,Ing. Civil,5,66,14,10.74,17.24,3,0,0.894,Activo,850.15,Sin beca,0.0,0,0.0,0,0.0,0,63.9,4.3,6.3,8,80.0,1,0,1,1,1,61.1,39.6,2,5,73.8,83.6,65.0,96.6,-6,1,5,200.4,46,0.7056,32.4,50,0.422,14,0,0,2,0,0.98,0.0,0,0.0,0.0398,0.723,0,0.1811,2,0.7248,1.0,0.0287,0,1,En seguimiento,0
UPIE-00044,MAT-00044,2017-I,2017,I,38,F,Callao,C,Nacional,Traslado externo,Negocios,Contabilidad,6,105,12,15.05,17.05,0,0,0.998,Egresado,1223.25,Sin beca,0.0,0,0.0,1,2194.56,48,87.2,10.3,1.2,9,100.0,3,1,1,1,2,39.6,80.5,1,0,41.9,41.0,82.0,53.3,75,1,7,105.0,78,0.4184,18.8,50,0.693,12,1,4,3,0,0.766,2799.09,0,0.0,-0.0174,0.7475,0,0.1179,3,0.4845,1.0,-0.0163,0,0,Estrella,1
UPIE-00045,MAT-00045,2017-II,2017,II,40,M,SJL,C,Nacional,Convenio empresa,Ingeniería,Ing. Electrónica,1,17,19,17.37,13.42,1,0,0.851,Reserva,949.61,Sin beca,0.0,0,0.0,0,0.0,0,84.3,17.8,10.0,10,89.6,0,4,1,0,2,33.5,65.8,0,2,50.7,69.5,54.0,95.8,-8,0,0,118.6,35,0.5652,18.9,42,0.642,12,0,0,1,0,0.725,0.0,0,0.0,-0.0046,0.7824,0,0.2596,4,0.7956,1.0,-0.0325,0,0,Comprometido,1
UPIE-00046,MAT-00046,2017-II,2017,II,31,F,San Borja,B,Privado,Convenio empresa,Ciencias de la Salud,Nutrición,3,52,12,17.49,15.54,0,0,1.0,Separado,2756.81,Convenio,1316.89,0,0.0,1,3116.86,12,79.5,33.7,12.8,8,81.0,0,2,1,3,0,49.7,75.7,1,1,13.8,74.0,76.1,100.0,2,1,3,89.9,45,0.4164,21.3,33,0.385,12,0,0,1,0,0.812,0.0,0,0.0,-0.2781,0.8498,0,0.0655,0,0.5691,1.0,0.0203,0,0,Comprometido,0
UPIE-00047,MAT-00047,2020-I,2020,I,27,M,La Molina,B,Privado,Directivo,Negocios,Administración,4,67,15,17.5,12.91,0,0,1.0,Egresado,2081.8,Sin beca,0.0,0,0.0,0,0.0,0,70.0,14.7,7.7,8,100.0,2,2,0,0,1,50.2,92.6,1,1,36.9,48.9,83.4,68.5,12,1,6,23.2,62,0.3724,22.2,35,0.748,4,0,0,1,0,0.98,5341.63,1,187.34,-0.2529,0.8146,1,0.0064,1,0.5936,1.0,-0.0236,0,0,En seguimiento,1
UPIE-00048,MAT-00048,2018-I,2018,I,27,M,VES,B,Privado,Directivo,Negocios,Contabilidad,4,52,20,18.05,8.67,0,1,0.873,Activo,1795.3,Convenio,1189.28,0,0.0,0,0.0,0,57.5,7.6,7.3,9,82.1,2,0,1,0,1,66.4,74.9,0,0,53.9,72.6,80.1,58.9,13,0,0,97.5,67,0.3434,31.9,18,0.557,22,0,0,2,0,0.641,0.0,0,0.0,-0.0682,0.6853,0,0.1086,2,0.7549,1.0,-0.0388,0,0,En seguimiento,0
UPIE-00049,MAT-00049,2020-II,2020,II,45,F,SJL,C,Privado,Examen regular,Ingeniería,Ing. Industrial,8,129,20,11.28,11.34,2,2,0.859,Activo,1100.07,PRONABEC,935.06,0,0.0,1,1527.08,38,93.2,4.3,13.3,12,88.1,1,0,1,1,0,71.6,78.0,0,1,34.2,100.0,87.3,34.3,97,1,3,176.3,45,0.6765,31.7,34,0.646,16,1,0,3,1,0.682,0.0,0,0.0,-0.1938,0.7808,1,0.0914,3,0.5936,1.0,-0.0009,0,0,En seguimiento,0
UPIE-00050,MAT-00050,2017-II,2017,II,28,F,Otro,C,Privado,Examen regular,Negocios,Marketing,6,107,21,15.77,16.21,0,0,0.98,Reserva,1544.33,Beca parcial,578.7,0,0.0,0,0.0,0,70.9,18.5,11.8,11,92.6,1,3,1,2,1,82.9,91.0,0,2,48.1,67.1,82.0,53.8,59,1,2,144.7,49,0.3771,22.6,45,0.423,2,1,3,2,1,0.492,0.0,0,0.0,-0.1022,0.8414,0,0.0673,4,0.6552,1.0,-0.0002,0,0,En seguimiento,1
UPIE-00051,MAT-00051,2020-II,2020,II,30,F,Otro,C,Privado,Examen regular,Arquitectura,Arquitectura,2,26,16,9.65,5.76,7,1,0.754,Activo,1352.16,Sin beca,0.0,30,1363.54,0,0.0,0,91.9,13.3,0.0,14,76.3,1,1,1,6,0,65.6,79.9,3,2,22.4,45.8,59.1,57.0,8,0,0,18.0,51,0.0368,18.8,45,0.502,10,0,0,0,1,0.875,0.0,0,0.0,-0.0839,0.6631,1,0.3105,0,0.3879,1.0,0.1314,0,1,Vulnerable,0
UPIE-00052,MAT-00052,2021-I,2021,I,23,M,Otro,B,Nacional,Traslado externo,Derecho,Derecho,3,42,21,10.32,11.69,4,0,0.769,Activo,1939.2,Beca total,1939.2,0,0.0,0,0.0,0,62.3,8.3,9.9,13,84.8,4,3,1,1,0,72.0,61.4,0,2,64.5,86.7,83.6,39.3,40,0,0,45.9,72,0.5174,23.7,20,0.398,13,0,0,1,0,0.865,0.0,1,201.4,-0.0367,0.8337,1,0.0548,1,0.844,1.0,0.0123,0,1,En seguimiento,0
UPIE-00053,MAT-00053,2020-I,2020,I,48,F,VES,D,Privado elite,Examen regular,Arquitectura,Arquitectura,3,53,13,12.15,15.33,1,0,0.932,Activo,760.5,PRONABEC,646.42,120,1793.82,0,0.0,0,85.0,26.0,11.6,24,97.2,6,0,2,3,2,69.7,81.7,1,1,32.8,57.9,71.9,96.5,9,0,0,28.9,103,0.4483,26.7,23,0.628,2,0,0,2,0,0.685,0.0,0,0.0,0.0449,0.6124,1,0.0392,2,0.6432,1.0,0.6262,1,0,En crisis,1
UPIE-00054,MAT-00054,2021-I,2021,I,23,F,Otro,C,Privado,Examen regular,Negocios,Economía,1,16,15,12.37,12.36,1,0,0.895,Activo,1553.83,Sin beca,0.0,0,0.0,1,2491.1,38,59.3,17.9,9.6,13,84.5,2,2,3,2,1,67.2,41.8,0,4,20.8,45.8,82.5,41.2,8,0,0,293.2,59,0.0491,25.7,20,0.731,12,0,0,1,0,0.686,0.0,1,524.78,-0.1363,0.6294,1,0.099,3,0.4286,1.0,-0.05,0,0,En seguimiento,0
UPIE-00055,MAT-00055,2021-I,2021,I,18,M,Magdalena,C,Nacional,Examen regular,Humanidades,Traducción,1,13,14,8.64,15.26,4,0,0.764,Activo,1623.93,Sin beca,0.0,0,0.0,1,2513.52,27,85.6,25.4,10.9,21,65.8,4,2,1,3,1,42.1,57.3,1,1,41.0,98.1,73.1,60.9,89,0,0,80.5,74,1.0,22.7,35,0.303,7,0,0,2,1,0.746,0.0,1,454.46,0.0569,0.6626,1,0.1479,4,0.6569,1.0,0.0019,0,1,Vulnerable,6
UPIE-00056,MAT-00056,2023-I,2023,I,36,M,Los Olivos,C,Privado,Directivo,Ciencias de la Salud,Nutrición,10,172,12,16.92,15.24,0,0,0.841,Egresado,1330.2,Sin beca,0.0,120,4869.81,0,0.0,0,94.2,8.8,11.1,14,77.1,3,1,1,1,1,61.3,77.1,0,3,25.7,76.6,82.7,44.7,-13,1,6,70.6,65,0.5647,18.3,32,0.667,2,1,1,3,0,0.696,1723.13,0,0.0,-0.0346,0.7296,0,0.264,0,0.7138,1.0,0.5968,0,0,En crisis,2
UPIE-00057,MAT-00057,2022-I,2022,I,48,F,Jesús María,D,Nacional,Beca PRONABEC,Humanidades,Traducción,9,133,20,9.59,9.15,4,2,0.888,Activo,779.49,PRONABEC,662.57,60,1538.71,0,0.0,0,69.4,17.0,8.5,12,81.8,3,1,1,0,2,62.3,71.6,0,3,35.2,67.5,78.4,100.0,26,0,0,265.5,64,0.5009,18.1,27,0.407,15,0,0,2,0,0.869,0.0,0,0.0,0.0844,0.6562,0,0.2711,1,0.3657,1.0,0.2629,0,1,Vulnerable,2
UPIE-00058,MAT-00058,2022-I,2022,I,36,M,Miraflores,D,Privado,Examen regular,Humanidades,Traducción,5,76,12,12.16,8.98,2,2,0.925,Activo,481.5,PRONABEC,409.28,30,469.04,0,0.0,0,80.3,17.0,10.5,9,97.9,2,1,0,1,1,54.5,97.5,0,0,63.8,47.0,56.2,82.5,17,1,8,94.6,61,0.1326,32.5,50,0.303,19,0,0,0,0,0.451,0.0,1,640.13,0.0673,0.731,0,0.3319,2,0.6147,1.0,0.215,0,0,Comprometido,2
UPIE-00059,MAT-00059,2022-II,2022,II,49,F,Pueblo Libre,C,Privado,Traslado externo,Negocios,Administración,7,100,15,11.12,10.98,5,1,0.642,Activo,1616.01,PRONABEC,1373.61,0,0.0,1,1219.58,33,92.4,19.5,2.2,12,65.4,1,1,2,1,0,70.5,52.4,2,0,43.7,84.7,67.3,31.5,97,1,6,185.4,53,0.5645,33.1,32,0.725,23,0,0,1,1,0.867,0.0,1,1349.44,-0.1986,0.8372,0,0.0178,3,0.5468,1.0,-0.0058,0,0,En seguimiento,0
UPIE-00060,MAT-00060,2018-II,2018,II,18,F,Pueblo Libre,C,Privado elite,Examen regular,Ingeniería,Ing. Industrial,3,40,13,15.45,10.54,0,3,0.848,Separado,1289.98,Beca parcial,762.17,0,0.0,0,0.0,0,92.5,16.9,10.8,15,88.1,2,1,4,1,3,79.3,74.5,1,1,56.2,92.2,95.9,42.9,100,1,4,203.1,52,0.7107,28.8,40,0.579,4,1,0,2,0,0.766,0.0,0,0.0,-0.2136,0.8481,0,0.194,4,0.577,1.0,0.0701,0,0,Estrella,1
UPIE-00061,MAT-00061,2021-II,2021,II,31,F,Callao,C,Nacional,Directivo,Ciencias de la Salud,Enfermería,6,96,13,8.59,10.24,3,2,0.861,Activo,809.04,Sin beca,0.0,0,0.0,1,3582.1,34,80.1,18.0,11.4,21,100.0,2,2,0,1,1,43.1,70.1,1,0,57.4,42.3,73.6,44.0,-19,1,9,85.7,58,0.2903,22.2,15,0.588,5,0,0,4,0,0.894,0.0,1,238.35,0.0223,0.6443,1,0.3544,0,0.657,1.0,-0.0503,0,1,Vulnerable,1
UPIE-00062,MAT-00062,2023-I,2023,I,16,F,San Isidro,C,Nacional,Examen regular,Ciencias de la Salud,Enfermería,6,104,18,10.69,11.25,5,1,0.742,Activo,899.61,Sin beca,0.0,60,980.75,0,0.0,0,71.0,20.2,9.8,12,76.4,5,1,1,0,0,26.2,76.3,0,1,43.1,83.3,72.7,77.4,38,0,0,41.2,97,0.808,22.2,30,0.569,23,0,0,3,0,0.763,0.0,1,109.61,-0.0872,0.8364,0,0.0829,1,0.5531,1.0,0.2471,0,1,En seguimiento,0
UPIE-00063,MAT-00063,2017-II,2017,II,30,F,Miraflores,B,Privado,Examen regular,Negocios,Contabilidad,6,84,18,14.29,10.73,0,0,0.864,Activo,1448.69,Sin beca,0.0,15,718.06,0,0.0,0,94.1,21.6,14.7,12,82.0,2,1,1,1,1,65.2,90.1,2,2,8.3,80.1,66.2,47.9,44,1,4,170.2,72,0.8279,33.7,54,0.732,2,0,0,2,0,0.721,0.0,0,0.0,-0.1484,0.8594,0,0.0012,2,0.7273,1.0,0.1323,0,0,Comprometido,0
UPIE-00064,MAT-00064,2021-II,2021,II,49,M,VES,D,Nacional,Convenio empresa,Negocios,Economía,7,104,12,8.89,13.08,5,0,0.77,Desertor,342.71,Beca parcial,109.24,0,0.0,1,1711.98,31,88.9,14.9,8.1,10,73.7,2,2,2,0,3,55.3,86.7,2,1,49.2,80.5,84.8,69.7,-7,1,9,216.6,59,0.8436,24.0,43,0.695,22,1,1,1,1,0.87,0.0,1,157.42,-0.0291,0.6762,1,0.2633,3,0.6226,5.0,-0.0127,0,1,Vulnerable,3
UPIE-00065,MAT-00065,2017-II,2017,II,30,M,Otro,C,Nacional,Examen regular,Negocios,Economía,5,71,20,9.86,12.51,5,0,0.769,Activo,1392.2,PRONABEC,1183.37,120,4023.76,0,0.0,0,50.2,6.9,10.7,12,84.0,2,1,1,0,0,61.3,93.2,1,0,31.2,56.1,76.0,81.2,-14,0,0,33.5,60,0.4672,28.6,40,0.558,23,0,0,2,1,0.469,0.0,1,489.43,0.2164,0.6496,0,0.0487,4,0.738,1.0,0.5938,1,1,En crisis,6
UPIE-00066,MAT-00066,2024-I,2024,I,46,M,San Borja,C,Privado elite,Traslado externo,Ingeniería,Ing. Civil,8,127,17,11.96,12.29,5,1,0.759,Activo,846.95,Beca parcial,524.14,0,0.0,0,0.0,0,78.0,18.3,5.4,15,81.9,4,0,1,2,3,61.7,88.7,0,0,24.3,78.2,77.5,73.9,0,1,5,600.0,86,0.439,21.1,53,0.594,17,1,1,0,1,0.7,0.0,1,124.17,-0.0308,0.7028,0,0.0313,0,0.7327,1.0,-0.0294,0,0,En seguimiento,3
UPIE-00067,MAT-00067,2022-I,2022,I,48,F,Miraflores,C,Privado,Beca PRONABEC,Ciencias de la Salud,Fisioterapia,2,35,17,9.15,13.52,8,0,0.747,Reserva,737.77,Convenio,393.35,30,574.79,0,0.0,0,80.0,22.2,7.6,13,76.5,2,1,2,0,2,38.1,91.0,1,0,48.6,80.9,59.6,36.5,64,0,0,39.5,50,0.3345,33.0,26,0.415,22,0,0,1,1,0.453,0.0,0,0.0,0.0209,0.6412,0,0.0323,1,0.6959,1.0,0.1779,1,1,En crisis,0
UPIE-00068,MAT-00068,2017-II,2017,II,19,M,Lince,C,Privado,Examen regular,Ciencias de la Salud,Fisioterapia,6,94,21,10.6,15.14,3,0,0.817,Activo,950.01,Sin beca,0.0,0,0.0,0,0.0,0,86.4,30.8,1.9,12,83.0,3,2,1,0,2,63.8,68.3,0,1,54.2,82.9,65.7,81.2,99,1,8,239.3,74,0.8371,29.0,48,0.378,6,1,2,2,0,0.576,0.0,1,493.73,-0.1384,0.8249,0,0.0345,2,0.6639,1.0,-0.0408,0,1,En seguimiento,2
UPIE-00069,MAT-00069,2019-I,2019,I,35,M,San Isidro,B,Nacional,Examen regular,Ingeniería,Ing. Industrial,6,96,17,16.8,11.85,0,0,0.97,Egresado,1322.82,Sin beca,0.0,0,0.0,0,0.0,0,40.2,18.4,1.2,13,94.5,2,2,2,0,2,65.2,52.4,1,3,58.9,70.7,100.0,91.5,-4,1,3,56.0,51,0.435,31.9,19,0.473,3,1,1,2,0,0.675,2981.66,1,202.57,-0.0239,0.65,0,0.1421,3,0.7091,1.0,0.0131,0,0,En seguimiento,1
UPIE-00070,MAT-00070,2023-I,2023,I,18,M,Surco,D,Nacional,Examen regular,Ingeniería,Ing. Industrial,9,160,19,10.96,14.86,3,0,0.792,Egresado,791.84,Beca parcial,310.06,120,2375.96,1,4041.66,15,60.3,21.1,4.7,11,93.0,4,3,1,2,2,56.7,84.2,1,1,36.2,93.7,75.3,100.0,41,0,0,97.2,97,0.655,20.5,51,0.39,11,0,0,2,1,0.679,2893.39,0,0.0,0.0446,0.6543,0,0.0011,4,0.4661,1.0,0.5941,1,1,En crisis,4
UPIE-00071,MAT-00071,2018-II,2018,II,41,F,La Molina,B,Nacional,Beca PRONABEC,Derecho,Derecho,10,152,20,16.53,14.84,0,0,0.945,Desertor,1495.3,Sin beca,0.0,0,0.0,0,0.0,0,91.2,13.0,14.9,10,89.5,3,1,2,1,1,63.6,88.6,1,1,49.4,80.9,80.3,39.5,-9,0,0,51.5,57,0.4198,23.3,48,0.345,4,1,1,3,0,0.98,0.0,0,0.0,-0.1972,0.7445,0,0.2083,0,0.4384,5.0,-0.0201,0,0,Estrella,0
UPIE-00072,MAT-00072,2022-II,2022,II,21,F,Callao,C,Privado,Directivo,Ingeniería,Ing. Sistemas,8,107,20,15.2,18.52,0,0,0.943,Activo,1431.21,Sin beca,0.0,0,0.0,1,2412.79,42,75.8,17.1,5.0,17,89.6,2,4,2,3,0,94.7,82.1,0,0,5.9,54.6,92.2,63.8,-8,0,0,63.1,46,0.5608,31.2,32,0.649,24,1,0,3,1,0.845,0.0,0,0.0,-0.2037,0.9055,0,0.21,1,0.8595,1.0,-0.0468,0,0,Comprometido,0
UPIE-00073,MAT-00073,2022-II,2022,II,30,F,San Borja,B,Privado,Convenio empresa,Ingeniería,Ing. Industrial,2,29,17,6.49,17.42,6,0,0.713,Activo,1781.1,Sin beca,0.0,0,0.0,0,0.0,0,78.0,20.2,9.6,15,59.1,4,2,2,0,1,79.3,78.2,1,0,37.1,78.1,96.5,88.6,55,1,6,43.9,82,0.9065,31.7,42,0.322,20,0,0,0,0,0.765,0.0,0,0.0,0.1241,0.7104,0,0.2302,2,0.6109,1.0,0.0164,0,1,Vulnerable,1
UPIE-00074,MAT-00074,2019-II,2019,II,39,F,Los Olivos,B,Privado,Traslado externo,Negocios,Contabilidad,7,119,14,10.93,8.55,1,2,0.953,Egresado,2742.41,PRONABEC,2331.05,0,0.0,1,1541.6,28,81.3,23.9,10.5,13,100.0,1,0,0,1,2,72.8,85.9,0,3,42.0,72.1,66.7,46.3,29,1,8,102.2,49,0.3886,24.0,28,0.701,6,0,0,3,1,0.61,2615.81,0,0.0,0.0823,0.5708,0,0.0286,3,0.5459,1.0,-0.0144,0,1,En seguimiento,0
UPIE-00075,MAT-00075,2021-II,2021,II,19,F,Surco,A,Nacional,Examen regular,Arquitectura,Diseño Interior,5,76,17,16.72,16.5,0,0,0.965,Activo,2390.19,Sin beca,0.0,0,0.0,1,1837.39,38,94.2,11.7,3.3,16,98.4,0,2,3,1,2,83.8,76.5,2,2,23.0,96.5,75.1,30.1,93,1,4,114.3,43,0.6043,30.1,18,0.515,8,0,0,2,0,0.628,0.0,0,0.0,-0.3043,0.7224,1,0.0584,4,0.4593,1.0,0.0524,0,0,Estrella,1
UPIE-00076,MAT-00076,2019-II,2019,II,37,F,Lince,D,Nacional,Examen regular,Derecho,Derecho,7,118,17,8.93,8.17,3,2,0.789,Activo,308.2,Sin beca,0.0,0,0.0,1,1515.58,12,93.7,24.5,5.4,12,71.5,1,1,2,0,2,62.1,65.9,1,1,39.6,37.6,74.8,74.7,-15,0,0,47.4,61,0.0609,19.4,37,0.334,15,1,1,0,0,0.582,0.0,0,0.0,-0.1294,0.6399,0,0.017,0,0.5415,1.0,0.0063,0,1,Vulnerable,2
UPIE-00077,MAT-00077,2021-I,2021,I,49,M,Los Olivos,C,Privado,Traslado externo,Ciencias de la Salud,Fisioterapia,7,93,12,15.21,15.59,0,0,1.0,Activo,767.92,Sin beca,0.0,0,0.0,0,0.0,0,90.7,9.3,5.2,11,99.5,2,3,1,1,1,27.0,81.7,1,0,50.2,52.4,91.4,51.3,62,1,5,119.3,55,0.4156,23.2,23,0.583,22,0,0,3,0,0.782,0.0,0,0.0,-0.0953,0.7337,1,0.1374,1,0.6058,1.0,0.053,1,0,Estrella,2
UPIE-00078,MAT-00078,2023-II,2023,II,45,M,VES,C,Privado,Examen regular,Derecho,Derecho,7,116,15,12.68,15.48,1,0,0.881,Activo,796.06,PRONABEC,676.65,60,1607.86,0,0.0,0,94.0,17.7,8.2,13,98.2,4,1,2,4,2,59.7,85.7,0,1,20.0,71.8,68.8,33.1,13,0,0,66.5,76,0.5556,19.3,53,0.658,4,1,1,0,1,0.744,0.0,0,0.0,-0.073,0.8576,0,0.0909,2,0.4841,1.0,0.2572,0,0,En seguimiento,0
UPIE-00079,MAT-00079,2018-II,2018,II,33,M,SJL,C,Privado,Examen regular,Derecho,Derecho,3,49,17,10.65,13.08,5,1,0.813,Desertor,1100.0,Sin beca,0.0,0,0.0,1,1091.23,8,78.4,16.9,7.7,11,71.7,1,4,1,2,4,62.5,81.8,1,0,55.9,94.3,44.6,39.1,68,1,9,238.8,52,0.8827,27.6,17,0.407,8,1,2,2,1,0.761,0.0,0,0.0,0.0263,0.7307,0,0.0206,3,0.4544,5.0,-0.0163,1,1,En seguimiento,2
UPIE-00080,MAT-00080,2022-II,2022,II,50,F,Surco,B,Privado,Traslado externo,Ingeniería,Ing. Sistemas,2,32,19,15.52,12.0,0,0,0.996,Desertor,2392.45,Sin beca,0.0,0,0.0,0,0.0,0,97.5,9.1,8.9,14,100.0,7,2,3,2,2,69.5,78.0,0,2,55.4,81.8,77.4,90.7,97,1,5,111.3,101,0.5907,28.5,17,0.745,20,1,0,4,0,0.775,0.0,1,19.23,0.0005,0.5816,0,0.1124,4,0.4175,5.0,0.0141,0,0,Estrella,3
UPIE-00081,MAT-00081,2019-I,2019,I,29,F,Callao,A,Privado,Traslado externo,Negocios,Marketing,7,107,12,9.86,14.17,2,0,0.856,Activo,4346.11,Beca parcial,2060.99,0,0.0,0,0.0,0,77.2,10.8,9.0,8,85.4,0,0,1,2,2,43.8,76.1,1,2,64.3,49.9,48.4,69.3,71,1,8,113.0,41,0.3313,18.9,24,0.621,16,1,3,2,1,0.54,0.0,1,371.44,-0.0731,0.7134,0,0.0023,0,0.6979,1.0,0.0243,0,1,Vulnerable,1
UPIE-00082,MAT-00082,2017-II,2017,II,38,F,SJL,A,Privado,Convenio empresa,Ingeniería,Ing. Industrial,9,135,21,10.61,11.23,1,0,0.856,Activo,3858.53,Sin beca,0.0,15,1220.02,0,0.0,0,71.7,16.4,7.0,11,100.0,6,7,1,0,0,47.3,84.4,0,1,43.0,43.3,85.3,94.8,68,1,8,93.6,97,0.1358,20.0,29,0.597,7,0,0,3,1,0.881,0.0,1,300.26,-0.0917,0.8386,0,0.0953,1,0.5772,1.0,0.0898,0,1,En seguimiento,1
UPIE-00083,MAT-00083,2017-I,2017,I,37,M,Otro,D,Privado elite,Beca PRONABEC,Ingeniería,Ing. Sistemas,6,100,16,13.7,16.38,1,0,0.916,Egresado,491.03,Convenio,214.12,0,0.0,1,1692.86,31,73.0,10.1,5.1,9,94.4,3,3,0,1,1,64.1,74.6,0,3,25.6,85.9,64.0,64.5,93,1,6,467.3,60,0.9793,27.2,26,0.436,19,1,1,3,1,0.615,1749.61,0,0.0,-0.1515,0.8451,0,0.1132,2,0.6321,1.0,-0.0541,0,0,En seguimiento,0
